55
22        0.0      0  0  0  0.5  0  0.0     gamma
111       135.0    0  0  0  0.   0  0.0		pi0
211       139.6    1  0  0  0.   0  0.0		pi+   
-211      139.6   -1  0  0  0.   0  0.0 	pi- 
221       547.5    0  0  0  0.   1  0.00108	eta 
113       769.9    0  0  0  1.   1  153.0	rho0 
213       769.9    1  0  0  1.   1  153.0	rho+ 
-213      769.9   -1  0  0  1.   1  153.0	rho- 
223       781.9    0  0  0  1.   1  8.5		omega 
331       957.8    0  0  0  0.   1  0.21	eta' 
333       1019.4   0  0  0  1.   1  4.41	phi 
311       497.7    0  0 -1  0.   0  0.0		K0
-311      497.7    0  0  1  0.   0  0.0		K0~ 
321       493.7    1  0 -1  0.   0  0.0		K+ 
-321      493.7   -1  0  1  0.   0  0.0		K- 
313       896.1    0  0 -1  1.   1  51.3	K_*0 
-313      896.1    0  0  1  1.   1  51.3	K_*~0 
323       891.6    1  0 -1  1.   1  51.3	K_*+  
-323      891.6   -1  0  1  1.   1  51.3	K_*-  
3122      1115.7   0  1  1  0.5  0  0.0		Lambda0
-3122     1115.7   0 -1 -1  0.5  0  0.0		Lambda~0 
2112      939.6    0  1  0  0.5  0  0.0		n
-2112     939.6    0 -1  0  0.5  0  0.0		n~      
2212      938.3    1  1  0  0.5  0  0.0		p 
-2212     938.3   -1 -1  0  0.5  0  0.0		p~ 
3222      1189.4   1  1  1  0.5  0  0.0		Sigma+ 
-3222     1189.4  -1 -1 -1  0.5  0  0.0		Sigma~- 
3212      1192.6   0  1  1  0.5  0  0.0		Sigma0 
-3212     1192.6   0 -1 -1  0.5  0  0.0		Sigma~0 
3112      1197.4  -1  1  1  0.5  0  0.0		Sigma- 
-3112     1197.4   1 -1 -1  0.5  0  0.0		Sigma~+ 
3322      1314.9   0  1  2  0.5  0  0.0		Xi0 
-3322     1314.9   0 -1 -2  0.5  0  0.0		Xi~0 
3312      1321.3  -1  1  2  0.5  0  0.0		Xi- 
-3312     1321.3   1 -1 -2  0.5  0  0.0		Xi~+ 
2224      1232     2  1  0  1.5  1  115.0	Delta++ 
-2224     1232    -2 -1  0  1.5  1  115.0	Delta~-- 
2214      1232     1  1  0  1.5  1  115.0	Delta+ 
-2214     1232    -1 -1  0  1.5  1  115.0	Delta~- 
2114      1232     0  1  0  1.5  1  115.0	Delta0 
-2114     1232     0 -1  0  1.5  1  115.0	Delta~0 
1114      1232    -1  1  0  1.5  1  115.0	Delta- 
-1114     1232     1 -1  0  1.5  1  115.0	Delta~+ 
3224      1383     1  1  1  1.5  1  36		Sigma+
-3224     1383    -1 -1 -1  1.5  1  36		Sigma~-
3214      1384     0  1  1  1.5  1  36		Sigma0
-3214     1384     0 -1 -1  1.5  1  36		Sigma~0
3114      1387    -1  1  1  1.5  1  39		Sigma-
-3114     1387     1 -1 -1  1.5  1  39		Sigma~+
3324      1530     0  1  2  1.5  1  9.1		Xi0
-3324     1530     0 -1 -2  1.5  1  9.1		Xi~0
3314      1530    -1  1  2  1.5  1  9.9		Xi-
-3314     1530     1 -1 -2  1.5  1  9.9		Xi~+
3334      1672.5  -1  1  3  1.5  0  0.0		Omega-  
-3334     1672.5   1 -1 -3  1.5  0  0.0		Omega~+
