#T Interaction energy_density pressure entropy p_over_e cs^2
0.051 0.201641371863485 0.213602891860462 0.00398717333232575 0.217590065192788 0.0186662891012281 0.16771385229548 
0.052 0.198543656308122 0.222047234142497 0.00783452594479158 0.229881760087289 0.0352831503398229 0.171938232801438 
0.053 0.195795072242423 0.230457592782706 0.0115541735134277 0.242011766296134 0.0501357901638845 0.175758232202163 
0.054 0.193371498863448 0.238842748928112 0.0151570833548881 0.253999832283 0.0634605129228775 0.179215017037079 
0.055 0.191251587368493 0.247211222607575 0.0186532117463607 0.265864434353936 0.075454550766779 0.182344284857243 
0.056 0.189416431706721 0.255571299590569 0.0220516226279493 0.277622922218518 0.0862836424249377 0.185177127934875 
0.057 0.187849285717989 0.263931057322061 0.0253605905346909 0.289291647856752 0.0960879359633097 0.187740740195748 
0.058 0.186535319481251 0.272298389857897 0.0285876901255487 0.300886079983446 0.104986629338747 0.190058999433351 
0.059 0.185461408925634 0.280681031780851 0.0317398742850721 0.312420906065923 0.113081650312066 0.19215294960444 
0.06 0.184615953746436 0.289086581103185 0.0348235424522495 0.323910123555434 0.120460598064978 0.19404120254749 
0.061 0.183988719490669 0.297522521191428 0.0378446005669198 0.335367121758348 0.127199112239877 0.195740274324139 
0.062 0.183570700339201 0.305996241757078 0.0408085138059589 0.346804755563037 0.133362794169072 0.19726486820535 
0.063 0.18335399967163 0.314515058973645 0.0437203531006717 0.358235412074317 0.139008775107125 0.198628113858931 
0.064 0.183331725954491 0.323086234783935 0.0465848362764812 0.369671071060416 0.14418700415273 0.199841770419191 
0.065 0.183497901871242 0.331716995463089 0.0494063645306158 0.381123359993705 0.148941312041135 0.200916399604595 
0.066 0.183847384933106 0.340414549508755 0.0521890548585496 0.392603604367305 0.153310294562505 0.201861513884107 
0.067 0.184375798070468 0.34918610492598 0.0549367689518373 0.404122873877817 0.15732804993338 0.20268570378148 
0.068 0.185079468925101 0.358038885972557 0.0576531390158187 0.415692024988376 0.16102479723456 0.203396747631397 
0.069 0.185955376756131 0.36698014943526 0.060341590893043 0.427321740328303 0.164427397465235 0.204001706546029 
0.07 0.187001106018598 0.376017200494264 0.0630053648252221 0.439022565319486 0.167559794451965 0.204507006847961 
0.071 0.188214805818727 0.385157408243257 0.06564753414151 0.450804942384767 0.170443389472723 0.204918511848776 
0.072 0.189595154550206 0.394408220917954 0.0682710221225826 0.462679243040536 0.17309736080979 0.205241584541497 
0.073 0.191141329121613 0.403777180893462 0.070878617257283 0.474655798150745 0.175538937342734 0.205481142507515 
0.074 0.192852978258819 0.413271939500739 0.07347298708064 0.486744926581379 0.177783633627292 0.205641706142938 
0.075 0.194730199440774 0.422900271714954 0.0760566907580599 0.498956962473014 0.179845452568837 0.205727441121121 
0.076 0.196773519083935 0.432670090763649 0.0786321905599044 0.511302281323553 0.18173706072708 0.205742195879551 
0.077 0.198983875642014 0.442589462700652 0.0812018623528792 0.523791325053531 0.183469940421516 0.205689534787066 
0.078 0.201362605333116 0.452666620991213 0.0837680052193657 0.536434626210579 0.185054522102684 0.205572767555961 
0.079 0.20391143024232 0.462909981149943 0.0863328503025408 0.549242831452483 0.186500299881364 0.205394975379467 
0.08 0.206632448582151 0.473328155473124 0.0888985689636575 0.562226724436781 0.187815932637257 0.205159034206911 
0.081 0.209528126919604 0.483929967903223 0.0914672803278729 0.575397248231096 0.189009332743296 0.204867635503351 
0.082 0.212601294206675 0.494724469065649 0.0940410582863245 0.588765527351973 0.190087744121356 0.204523304800581 
0.083 0.215855137467932 0.5057209515117 0.0966219380145891 0.602342889526289 0.191057811082905 0.204128418301534 
0.084 0.219293199021511 0.516928965204645 0.0992119220610447 0.616140887265689 0.191925639186746 0.203685217758753 
0.085 0.222919375123766 0.528358333282385 0.101812986052873 0.630171319335258 0.192696849163649 0.203195823828148 
0.086 0.2267379159424 0.540019168129501 0.104427084062367 0.644446252191867 0.193376624804037 0.202662248062245 
0.087 0.230753426776794 0.551921887792081 0.107056153671762 0.658978041463844 0.193969755575435 0.202086403695802 
0.088 0.234970870452001 0.564077232764686 0.109702120770895 0.673779353535581 0.194480674628928 0.201470115350093 
0.089 0.239395570826301 0.576496283181897 0.112366904118532 0.688863187300429 0.194913492760677 0.200815127769495 
0.09 0.244033217356514 0.589190476442101 0.115052419695196 0.704242896137297 0.195272028818174 0.200123113689721 
0.091 0.248889870676297 0.602171625294074 0.117760584872592 0.719932210166666 0.195559836973526 0.199395680922462 
0.092 0.253971969146298 0.61545193641347 0.120493322422391 0.735945258835861 0.195780231230667 0.198634378738335 
0.093 0.259286336341207 0.629044029496136 0.123252564384976 0.752296593881112 0.195936307485029 0.197840703611127 
0.094 0.264840189444792 0.642960956895548 0.126040255816919 0.769001212712467 0.196030963412595 0.197016104385195 
0.095 0.270641148526283 0.657216223828989 0.128858358434235 0.786074582263225 0.196066916430482 0.196161986921033 
0.096 0.276697246676124 0.671823809177206 0.131708854167027 0.803532663344233 0.196046719940357 0.195279718264752 
0.097 0.283016940981752 0.686798186900905 0.134593748639718 0.821391935540623 0.195972778039872 0.194370630385138 
0.098 0.289609124326364 0.702154348096201 0.137515074589946 0.839669422686147 0.195847358864614 0.193436023516658 
0.099 0.29648313799564 0.717907823709796 0.140474895238052 0.858382718947848 0.195672606703388 0.192477169143615 
0.1 0.303648785078425 0.734074707932863 0.143475307618146 0.877550015551009 0.195450553012743 0.191495312655548 
0.101 0.311116344649247 0.75067168229172 0.146518445880824 0.897190128172545 0.195183126441535 0.190491675703301 
0.102 0.318896586719683 0.767716040450135 0.149606484576817 0.917322525026952 0.194872161963815 0.189467458282121 
0.103 0.327000787946716 0.785225713736944 0.152741641930076 0.93796735566702 0.194519409206772 0.188423840564559 
0.104 0.33544074808516 0.803219297409558 0.155926183108133 0.959145480517691 0.194126540050776 0.187361984505803 
0.105 0.344228807170544 0.821716077661264 0.159162423496907 0.980878501158171 0.193695155569925 0.186283035242108 
0.106 0.353377863416911 0.840736059376489 0.162452731986526 1.00318879136301 0.19322679237406 0.185188122300183 
0.107 0.362901391812943 0.860299994635402 0.165799534274153 1.02609952890956 0.19272292840641 0.184078360636125 
0.108 0.37281346339585 0.880429411963581 0.169205316189244 1.04963472815282 0.192184988245535 0.182954851519803 
0.109 0.383128765180942 0.901146646319302 0.17267262704612 1.07381927336542 0.191614347954791 0.181818683280061 
0.11 0.393862620719508 0.92247486980414 0.176204083028211 1.09867895283235 0.19101233951839 0.180670931925792 
0.111 0.405031011254331 0.944438123077648 0.179802370607772 1.12424049368542 0.190380254898911 0.179512661656426 
0.112 0.416650597435955 0.967061347449042 0.183470250004362 1.1505315974534 0.189719349747902 0.178344925274696 
0.113 0.428738741557903 0.990370417612295 0.187210558684797 1.17758097629709 0.189030846797855 0.177168764514493 
0.114 0.441313530260869 1.01439217498109 0.191026214906739 1.20541838988783 0.188315938961478 0.175985210295404 
0.115 0.454393797649514 1.03915446157196 0.194920221307483 1.23407468287944 0.187575792161466 0.174795282915171 
0.116 0.467999148755293 1.06468615437193 0.198895668538877 1.2635818229108 0.186811547912172 0.173599992191001 
0.117 0.482149983270069 1.09101720011606 0.202955738948664 1.29397293906473 0.186024325672477 0.172400337559833 
0.118 0.496867519463009 1.1181786503864 0.207103710307796 1.32528236069419 0.185215224987733 0.171197308147496 
0.119 0.512173818181873 1.14620269692956 0.211342959582561 1.35754565651212 0.184385327437028 0.169991882816062 
0.12 0.52809180682503 1.17512270707354 0.215676966749504 1.39079967382304 0.183535698400904 0.168785030198189 
0.121 0.544645303156234 1.20497325910705 0.220109318650271 1.42508257775732 0.182667388663367 0.167577708727324 
0.122 0.561859038815966 1.23579017746355 0.224643712882528 1.46043389034608 0.18178143586123 0.166370866671454 
0.123 0.579758682365959 1.26761056753223 0.229283961722089 1.49689452925431 0.180878865792715 0.165165442178347 
0.124 0.598370861681252 1.30047284989193 0.234033996070227 1.53450684596216 0.179960693596698 0.163962363339545 
0.125 0.61772318548312 1.33441679373997 0.23889786941895 1.57331466315892 0.17902792481305 0.162762548279783 
0.126 0.637844263780051 1.36948354925698 0.243879761825642 1.61336331108262 0.178081556334109 0.161566905278859 
0.127 0.658763726957736 1.40571567861885 0.248983983887038 1.65469966250589 0.17712257725664 0.160376332931572 
0.128 0.680512243229113 1.44315718533181 0.2542149807009 1.69737216603271 0.176151969643176 0.159191720351608 
0.129 0.703121534123676 1.48185354152976 0.259577335802028 1.74143087733179 0.175170709201166 0.158013947424984 
0.13 0.726624387659954 1.52185171283204 0.265075775057362 1.7869274878894 0.174179765888017 0.15684388511782 
0.131 0.751054668808136 1.56320018031682 0.270715170502893 1.83391535081971 0.173180104449596 0.155682395843201 
0.132 0.7764473268085 1.60594895911712 0.276500544102873 1.88244950321999 0.172172684899576 0.154530333891431 
0.133 0.80283839886839 1.65014961309667 0.282437071409427 1.9325866845061 0.171158462946524 0.153388545927642 
0.134 0.830265009713197 1.69585526500742 0.288530085098074 1.98438535010549 0.170138390375438 0.152257871560477 
0.135 0.858765366417523 1.74312060147311 0.294785078351863 2.03790567982497 0.169113415390042 0.151139143985088 
0.136 0.888378747889386 1.79200187208089 0.301207708063834 2.09320958014472 0.168084482921923 0.150033190703519 
0.137 0.919145488324778 1.84255688179757 0.307803797824265 2.15036067962184 0.167052534912233 0.148940834325354 
0.138 0.951106953890472 1.89484497585765 0.314579340655726 2.20942431651338 0.166018510571473 0.147862893451001 
0.139 0.984305511832049 1.94892701619781 0.321540501455253 2.27046751765306 0.164983346622467 0.146800183639727 
0.14 1.01878449113959 2.00486534843665 0.328693619099022 2.33355896753567 0.163947977531423 0.14575351846478 
0.141 1.0545881338374 2.06272375831967 0.336045208160758 2.39876896648043 0.162913335731637 0.144723710656976 
0.142 1.09176153589717 2.12256741646917 0.343601960190667 2.46616937665983 0.161880351844013 0.143711573338538 
0.143 1.13035057670438 2.18446281019562 0.35137074449708 2.5358335546927 0.160849954898346 0.142717921348459 
0.144 1.17040183594069 2.24847766104505 0.35935860836812 2.60783626941317 0.159823072558834 0.141743572660404 
0.145 1.2119624966763 2.3146808266733 0.367572776665667 2.68225360333897 0.158800631357002 0.140789349894311 
0.146 1.25508023340193 2.38314218555783 0.376020650718635 2.75916283627647 0.157783556934778 0.139856081922237 
0.147 1.29980308366812 2.4539325029798 0.384709806437226 2.83864230941703 0.156772774300057 0.138944605569079 
0.148 1.34617930194387 2.52712327663682 0.393647991564315 2.92077126820113 0.155769208096645 0.138055767408595 
0.149 1.39425719425779 2.60278656018154 0.402843121974583 3.00562968215612 0.154773782890014 0.137190425654691 
0.15 1.44408493214721 2.68099476292663 0.412303276926473 3.0932980398531 0.153787423469785 0.136349452147981 
0.151 1.49571034441421 2.76182042391397 0.422036693166585 3.18385711708055 0.152811055169361 0.13553373443729 
0.152 1.5491806851783 2.84533595852084 0.432051757780844 3.27738771630168 0.151845604202552 0.134744177955284 
0.153 1.60454237672481 2.93161337576999 0.442356999681726 3.37397037545171 0.150891998016464 0.133981708287273 
0.154 1.66184072568126 3.02072396453002 0.452961079616251 3.47368504414627 0.149951165659298 0.133247273531754 
0.155 1.7211196111146 3.11273794684058 0.463872778575329 3.57661072541591 0.149024038161053 0.132541846750667 
0.156 1.78242114323579 3.20772409668087 0.475100984481693 3.68282508116256 0.148111548924452 0.131866428506874 
0.157 1.84578529152933 3.30574932262274 0.486654677031136 3.79240399965388 0.147214634122659 0.131222049485556 
0.158 1.91124948129996 3.4068782129811 0.49854291056038 3.90542112354148 0.146334233099616 0.130609773195416 
0.159 1.97884815785229 3.51117254229672 0.510774794814808 4.02194733711153 0.145471288768025 0.130030698744621 
0.16 2.04861231779824 3.61869073827058 0.523359473490782 4.14205021176137 0.144626747999168 0.129485963685124 
0.161 2.12056900732698 3.72948730861879 0.536306100430603 4.2657934090494 0.143801561997867 0.128976746917605 
0.162 2.19474078767977 3.84361222774067 0.549623813353633 4.3932360410943 0.142996686655019 0.128504271647665 
0.163 2.27114516855155 3.96111028359663 0.563321705015026 4.52443198861165 0.142213082869164 0.128069808381841 
0.164 2.34979401070005 4.0820203857827 0.577408791694217 4.65942917747691 0.141451716827598 0.127674677949724 
0.165 2.43069289968228 4.20637483646962 0.591893978929112 4.79826881539873 0.140713560236559 0.127320254535783 
0.166 2.5138404933641 4.33419856665168 0.606786024429192 4.94098459108087 0.139999590488988 0.127007968701263 
0.167 2.59922784665926 4.46550834102454 0.622093498121758 5.08760183914629 0.13931079075737 0.126739310372955 
0.168 2.68683771785131 4.60031193578328 0.637824739310659 5.23813667509394 0.138648149998128 0.126515831771344 
0.169 2.77664386182989 4.73860729469881 0.653987810956305 5.39259510565511 0.138012662853057 0.126339150245811 
0.17 2.86861031662667 4.88038166998625 0.670590451119861 5.55097212110611 0.137405329432309 0.12621095097898 
0.171 2.96269069075421 5.02561075571408 0.68764002165329 5.71325077736737 0.136827154962499 0.126132989515955 
0.172 3.05882746001913 5.17425782280108 0.705143454260652 5.87940127706173 0.136279149282693 0.126107094067 
0.173 3.1569512836792 5.32627286599274 0.723107194104513 6.04938006009725 0.135762326170223 0.126135167524079 
0.174 3.2569803510176 5.48159177457126 0.741537141184553 6.22312891575582 0.135277702477681 0.126219189122531 
0.175 3.35881977058618 5.6401355399052 0.760438589773005 6.4005741296782 0.134826297061965 0.126361215669013 
0.176 3.46236101548641 5.8018095142457 0.779816166253096 6.5816256804988 0.134409129485955 0.12656338224555 
0.177 3.56748143907072 5.96650273638487 0.799673765771383 6.76617650215625 0.134027218473365 0.126827902287151 
0.178 3.67404387630912 6.13408734085535 0.820014488182078 6.95410182903743 0.133681580097575 0.127157066916954 
0.179 3.78189634672616 6.30441806821558 0.840840573829805 7.14525864204538 0.133373225685809 0.127553243408339 
0.18 3.89087187521355 6.47733189457059 0.862153339785678 7.33948523435626 0.133103159420988 0.128018872627927 
0.181 4.00078844710783 6.65264779876241 0.883953117218194 7.5366009159806 0.132872375625031 0.128556465297175 
0.182 4.11144911363083 6.83016668556201 0.906239190643725 7.73640587620574 0.13268185570923 0.129168596893494 
0.183 4.2226422630683 7.00967148264555 0.929009739859085 7.93868122250464 0.132532564779835 0.129857900995018 
0.184 4.33414207185735 7.19092742808317 0.952261785408604 8.14318921349177 0.132425447890029 0.130627060856644 
0.185 4.44570914802504 7.37368256345943 0.975991138478129 8.34967370193755 0.132361425933182 0.13147879898967 
0.186 4.55709137713658 7.55766844554371 1.00019235613571 8.55786080167942 0.132341391176727 0.13241586450393 
0.187 4.66802497806004 7.74260108661397 1.02485870285131 8.76745978946528 0.132366202441085 0.133441017960954 
0.188 4.77823577243724 7.92818213010685 1.0499821192232 8.97816424933005 0.132436679933973 0.134557013480695 
0.189 4.88744066779831 8.11410026424213 1.07555319881461 9.18965346305674 0.132553599757011 0.135766577844239 
0.19 4.99534934982076 8.30003287169831 1.10156117395918 9.40159404565749 0.132717688108841 0.137072386342657 
0.191 5.10166617439546 8.48564790837434 1.1279939113263 9.61364181970064 0.1329296152169 0.13847703513963 
0.192 5.20609224502885 8.67060599886801 1.15483791794639 9.82544391681439 0.1331899890385 0.139983009945265 
0.193 5.30832765582045 8.85456273066817 1.18207835828257 10.0366410889507 0.133499348780758 0.141592650842914 
0.194 5.40807387496582 9.03717112336017 1.20969908279812 10.2468702061583 0.133858158298139 0.143308113172547 
0.195 5.50503623863151 9.21808424356559 1.23768266831136 10.4557669118769 0.134266799435608 0.145131324455722 
0.196 5.59892652032272 9.39695793108307 1.26601047025345 10.6629684013365 0.134725565394495 0.147063937450972 
0.197 5.68946553672046 9.57345359697649 1.29466268675201 10.8681162837285 0.135234654206805 0.149107279556004 
0.198 5.7763857476 9.74724105038262 1.32361843426088 11.0708594846435 0.135794162411621 0.151262298925964 
