#  First row indicates the selected bin in brightness (Mv). The following
#  rows correspond to the result of the different models. This is, cumulative 
#  number of galaxies in each bin
# 
# -1.5500000e+01  -1.1500000e+01  -7.5000000e+00  -3.5000000e+00
   7.0000000e+00   1.3000000e+01   4.3000000e+01   8.7000000e+01
   7.0000000e+00   1.3000000e+01   4.2000000e+01   7.9000000e+01
   7.0000000e+00   1.4000000e+01   4.5000000e+01   8.3000000e+01
   5.0000000e+00   1.3000000e+01   2.9000000e+01   5.6000000e+01
   2.0000000e+00   1.0000000e+01   1.7000000e+01   3.7000000e+01
   7.0000000e+00   1.4000000e+01   3.8000000e+01   6.0000000e+01
   2.0000000e+00   9.0000000e+00   1.5000000e+01   3.3000000e+01
   7.0000000e+00   1.3000000e+01   3.4000000e+01   5.6000000e+01
   7.0000000e+00   1.3000000e+01   2.5000000e+01   3.6000000e+01
   7.0000000e+00   1.3000000e+01   2.5000000e+01   3.5000000e+01
   7.0000000e+00   1.4000000e+01   2.5000000e+01   3.5000000e+01
   6.0000000e+00   1.3000000e+01   2.1000000e+01   3.1000000e+01
   7.0000000e+00   1.4000000e+01   2.2000000e+01   3.0000000e+01
   4.0000000e+00   1.3000000e+01   1.7000000e+01   2.5000000e+01
   6.0000000e+00   1.3000000e+01   1.7000000e+01   2.2000000e+01
   5.0000000e+00   1.3000000e+01   1.6000000e+01   2.2000000e+01
   7.0000000e+00   1.3000000e+01   1.7000000e+01   2.4000000e+01
   7.0000000e+00   1.3000000e+01   1.7000000e+01   2.3000000e+01
   7.0000000e+00   1.3000000e+01   1.7000000e+01   2.3000000e+01
   4.0000000e+00   1.3000000e+01   1.6000000e+01   2.1000000e+01
   7.0000000e+00   1.3000000e+01   1.7000000e+01   2.2000000e+01
   7.0000000e+00   1.4000000e+01   1.8000000e+01   2.3000000e+01
   7.0000000e+00   1.3000000e+01   1.7000000e+01   2.3000000e+01
   5.0000000e+00   1.3000000e+01   1.6000000e+01   2.1000000e+01
   7.0000000e+00   1.4000000e+01   1.8000000e+01   2.3000000e+01
   5.0000000e+00   1.3000000e+01   1.6000000e+01   2.1000000e+01
   4.0000000e+00   1.3000000e+01   1.6000000e+01   2.0000000e+01
   6.0000000e+00   1.3000000e+01   1.7000000e+01   2.1000000e+01
   0.0000000e+00   7.0000000e+00   1.4000000e+01   1.6000000e+01
   0.0000000e+00   2.0000000e+00   8.0000000e+00   1.7000000e+01
   8.0000000e+00   3.6000000e+01   1.1400000e+02   2.4500000e+02
   7.0000000e+00   3.1000000e+01   9.6000000e+01   2.4500000e+02
   9.0000000e+00   3.7000000e+01   1.0300000e+02   2.3200000e+02
   7.0000000e+00   2.8000000e+01   7.5000000e+01   2.3100000e+02
   3.0000000e+00   1.3000000e+01   4.5000000e+01   1.7400000e+02
   9.0000000e+00   3.7000000e+01   8.2000000e+01   2.2100000e+02
   7.0000000e+00   1.9000000e+01   6.5000000e+01   2.0600000e+02
   7.0000000e+00   1.9000000e+01   6.2000000e+01   1.9500000e+02
   7.0000000e+00   1.4000000e+01   5.1000000e+01   1.6900000e+02
   7.0000000e+00   1.8000000e+01   6.0000000e+01   1.6600000e+02
   4.0000000e+00   1.3000000e+01   4.0000000e+01   9.9000000e+01
   4.0000000e+00   1.3000000e+01   4.2000000e+01   1.0400000e+02
   7.0000000e+00   1.8000000e+01   5.6000000e+01   1.4400000e+02
   7.0000000e+00   1.6000000e+01   5.0000000e+01   1.2800000e+02
   7.0000000e+00   1.8000000e+01   5.3000000e+01   1.0600000e+02
