#T Interaction energy_density pressure entropy p_over_e cs^2
0.051 0.0337850118373067 0.0357719100992591 0.000662299420650815 0.03643420951991 0.018514510933665 0.147320515178104 
0.052 0.0338459659444277 0.0377834990414194 0.00131251103233054 0.0390960100737499 0.0347376782359868 0.151353704659418 
0.053 0.0339599328055612 0.039816254324909 0.00195210717311592 0.0417683614980249 0.0490278959237681 0.154935796185135 
0.054 0.0341255020134848 0.0418728495177584 0.00258244916809119 0.0444552986858495 0.0616735951298458 0.158115168534189 
0.055 0.0343415713143398 0.0439559751863414 0.00320480129066719 0.0471607764770086 0.0729093434301289 0.160933382964703 
0.056 0.0346073194194049 0.0460683482630903 0.00382034294789515 0.0498886912109855 0.0829277170103358 0.163426339542093 
0.057 0.0349221831279882 0.0482127212041656 0.00443017935872579 0.0526429005628914 0.0918881832030469 0.165625208460898 
0.058 0.0352858381409903 0.0503918909907192 0.00503535094990961 0.0554272419406288 0.099923833992199 0.16755718575353 
0.059 0.0356981830469778 0.0526087080209704 0.00563684165799755 0.058245549678968 0.107146551779045 0.169246110625684 
0.06 0.0361593260603067 0.0548660849485537 0.00623558629608233 0.061101671244636 0.113651015958752 0.170712973036579 
0.061 0.0366695741485542 0.0571670055065094 0.00683247711931841 0.0639994826258278 0.119517841782712 0.171976333526173 
0.062 0.0372294242601201 0.059514533368855 0.00742836970291163 0.0669429030717666 0.124816062269574 0.173052672362827 
0.063 0.0378395564017681 0.061911821089751 0.00802408822932763 0.0699359093190786 0.129605107523738 0.173956681513318 
0.064 0.0385008283603244 0.0643621191624218 0.0086204302673658 0.0729825494297877 0.13393639581089 0.174701509928494 
0.065 0.0392142718997089 0.0668687852415732 0.00921817111395476 0.076086956355528 0.137854622013138 0.175298970586006 
0.066 0.0399810902882564 0.0694352935671973 0.00981806775964696 0.0792533613268443 0.141398808232089 0.175759716022016 
0.067 0.0408026570392118 0.072065244630592 0.0104208625304601 0.082486107161052 0.144603165976576 0.176093387716644 
0.068 0.0416805157671415 0.074762375122329 0.0110272864517292 0.0857896615740582 0.147497808004172 0.176308743716065 
0.069 0.0426163810803254 0.0775305682014692 0.0116380623737146 0.0891686305751838 0.150109339370146 0.176413768058633 
0.07 0.0436121404432628 0.0803738641243402 0.0122539078936925 0.0926277720180326 0.152461350803483 0.176415764881927 
0.071 0.044669856959368 0.0832964712744937 0.0128755381050419 0.0961720093795355 0.154574832619404 0.176321439599486 
0.072 0.0457917730321034 0.08630277763271 0.0135036682002022 0.0998064458329121 0.156468523616604 0.176136969129347 
0.073 0.0469803148743738 0.0893973627284027 0.014139015951343 0.103536378679746 0.158159206489106 0.175868062778028 
0.074 0.04823809784535 0.0925850101152613 0.0147823040899704 0.107367314205232 0.159661959010077 0.1755200151631 
0.075 0.0495679325988145 0.095870720412219 0.0154342626044682 0.111304983016687 0.16099036846813 0.175097752288214 
0.076 0.0509728320385227 0.0992597249566317 0.016095630972703 0.115355355929335 0.162156715422448 0.174605871734263 
