  1.00000000000000002E-003
  2.00000000000000004E-003         501
   0.1802729931   0.0000000000   0.0000000000
   0.1802250067   0.0000000000   0.0000000000
   0.1801769598   0.0000000000   0.0000000000
   0.1801288522   0.0000000000   0.0000000000
   0.1800806834   0.0000000000   0.0000000000
   0.1800324534   0.0000000000   0.0000000000
   0.1799841616   0.0000000000   0.0000000000
   0.1799358080   0.0000000000   0.0000000000
   0.1798873923   0.0000000000   0.0000000000
   0.1798389140   0.0000000000   0.0000000000
   0.1797903730   0.0000000000   0.0000000000
   0.1797417689   0.0000000000   0.0000000000
   0.1796931015   0.0000000000   0.0000000000
   0.1796443704   0.0000000000   0.0000000000
   0.1795955753   0.0000000000   0.0000000000
   0.1795467160   0.0000000000   0.0000000000
   0.1794977922   0.0000000000   0.0000000000
   0.1794488034   0.0000000000   0.0000000000
   0.1793997495   0.0000000000   0.0000000000
   0.1793506301   0.0000000000   0.0000000000
   0.1793014449   0.0000000000   0.0000000000
   0.1792521935   0.0000000000   0.0000000000
   0.1792028757   0.0000000000   0.0000000000
   0.1791534911   0.0000000000   0.0000000000
   0.1791040394   0.0000000000   0.0000000000
   0.1790545202   0.0000000000   0.0000000000
   0.1790049333   0.0000000000   0.0000000000
   0.1789552783   0.0000000000   0.0000000000
   0.1789055548   0.0000000000   0.0000000000
   0.1788557626   0.0000000000   0.0000000000
   0.1788059012   0.0000000000   0.0000000000
   0.1787559703   0.0000000000   0.0000000000
   0.1787059696   0.0000000000   0.0000000000
   0.1786558987   0.0000000000   0.0000000000
   0.1786057572   0.0000000000   0.0000000000
   0.1785555449   0.0000000000   0.0000000000
   0.1785052613   0.0000000000   0.0000000000
   0.1784549060   0.0000000000   0.0000000000
   0.1784044788   0.0000000000   0.0000000000
   0.1783539791   0.0000000000   0.0000000000
   0.1783034067   0.0000000000   0.0000000000
   0.1782527612   0.0000000000   0.0000000000
   0.1782020421   0.0000000000   0.0000000000
   0.1781512491   0.0000000000   0.0000000000
   0.1781003818   0.0000000000   0.0000000000
   0.1780494398   0.0000000000   0.0000000000
   0.1779984227   0.0000000000   0.0000000000
   0.1779473301   0.0000000000   0.0000000000
   0.1778961616   0.0000000000   0.0000000000
   0.1778449167   0.0000000000   0.0000000000
   0.1777935952   0.0000000000   0.0000000000
   0.1777421964   0.0000000000   0.0000000000
   0.1776907201   0.0000000000   0.0000000000
   0.1776391657   0.0000000000   0.0000000000
   0.1775875330   0.0000000000   0.0000000000
   0.1775358213   0.0000000000   0.0000000000
   0.1774840304   0.0000000000   0.0000000000
   0.1774321597   0.0000000000   0.0000000000
   0.1773802088   0.0000000000   0.0000000000
   0.1773281772   0.0000000000   0.0000000000
   0.1772760645   0.0000000000   0.0000000000
   0.1772238703   0.0000000000   0.0000000000
   0.1771715940   0.0000000000   0.0000000000
   0.1771192352   0.0000000000   0.0000000000
   0.1770667934   0.0000000000   0.0000000000
   0.1770142681   0.0000000000   0.0000000000
   0.1769616589   0.0000000000   0.0000000000
   0.1769089652   0.0000000000   0.0000000000
   0.1768561866   0.0000000000   0.0000000000
   0.1768033226   0.0000000000   0.0000000000
   0.1767503726   0.0000000000   0.0000000000
   0.1766973361   0.0000000000   0.0000000000
   0.1766442127   0.0000000000   0.0000000000
   0.1765910018   0.0000000000   0.0000000000
   0.1765377029   0.0000000000   0.0000000000
   0.1764843154   0.0000000000   0.0000000000
   0.1764308388   0.0000000000   0.0000000000
   0.1763772726   0.0000000000   0.0000000000
   0.1763236162   0.0000000000   0.0000000000
   0.1762698690   0.0000000000   0.0000000000
   0.1762160306   0.0000000000   0.0000000000
   0.1761621002   0.0000000000   0.0000000000
   0.1761080775   0.0000000000   0.0000000000
   0.1760539617   0.0000000000   0.0000000000
   0.1759997523   0.0000000000   0.0000000000
   0.1759454487   0.0000000000   0.0000000000
   0.1758910502   0.0000000000   0.0000000000
   0.1758365564   0.0000000000   0.0000000000
   0.1757819666   0.0000000000   0.0000000000
   0.1757272801   0.0000000000   0.0000000000
   0.1756724963   0.0000000000   0.0000000000
   0.1756176146   0.0000000000   0.0000000000
   0.1755626344   0.0000000000   0.0000000000
   0.1755075550   0.0000000000   0.0000000000
   0.1754523757   0.0000000000   0.0000000000
   0.1753970959   0.0000000000   0.0000000000
   0.1753417149   0.0000000000   0.0000000000
   0.1752862321   0.0000000000   0.0000000000
   0.1752306467   0.0000000000   0.0000000000
   0.1751749581   0.0000000000   0.0000000000
   0.1751191654   0.0000000000   0.0000000000
   0.1750632682   0.0000000000   0.0000000000
   0.1750072655   0.0000000000   0.0000000000
   0.1749511568   0.0000000000   0.0000000000
   0.1748949412   0.0000000000   0.0000000000
   0.1748386180   0.0000000000   0.0000000000
   0.1747821865   0.0000000000   0.0000000000
   0.1747256458   0.0000000000   0.0000000000
   0.1746689953   0.0000000000   0.0000000000
   0.1746122340   0.0000000000   0.0000000000
   0.1745553613   0.0000000000   0.0000000000
   0.1744983764   0.0000000000   0.0000000000
   0.1744412783   0.0000000000   0.0000000000
   0.1743840664   0.0000000000   0.0000000000
   0.1743267397   0.0000000000   0.0000000000
   0.1742692974   0.0000000000   0.0000000000
   0.1742117387   0.0000000000   0.0000000000
   0.1741540627   0.0000000000   0.0000000000
   0.1740962685   0.0000000000   0.0000000000
   0.1740383552   0.0000000000   0.0000000000
   0.1739803220   0.0000000000   0.0000000000
   0.1739221678   0.0000000000   0.0000000000
   0.1738638919   0.0000000000   0.0000000000
   0.1738054932   0.0000000000   0.0000000000
   0.1737469708   0.0000000000   0.0000000000
   0.1736883238   0.0000000000   0.0000000000
   0.1736295512   0.0000000000   0.0000000000
   0.1735706519   0.0000000000   0.0000000000
   0.1735116250   0.0000000000   0.0000000000
   0.1734524694   0.0000000000   0.0000000000
   0.1733931843   0.0000000000   0.0000000000
   0.1733337684   0.0000000000   0.0000000000
   0.1732742208   0.0000000000   0.0000000000
   0.1732145403   0.0000000000   0.0000000000
   0.1731547259   0.0000000000   0.0000000000
   0.1730947765   0.0000000000   0.0000000000
   0.1730346910   0.0000000000   0.0000000000
   0.1729744682   0.0000000000   0.0000000000
   0.1729141070   0.0000000000   0.0000000000
   0.1728536062   0.0000000000   0.0000000000
   0.1727929645   0.0000000000   0.0000000000
   0.1727321810   0.0000000000   0.0000000000
   0.1726712542   0.0000000000   0.0000000000
   0.1726101831   0.0000000000   0.0000000000
   0.1725489662   0.0000000000   0.0000000000
   0.1724876024   0.0000000000   0.0000000000
   0.1724260904   0.0000000000   0.0000000000
   0.1723644287   0.0000000000   0.0000000000
   0.1723026162   0.0000000000   0.0000000000
   0.1722406515   0.0000000000   0.0000000000
   0.1721785331   0.0000000000   0.0000000000
   0.1721162597   0.0000000000   0.0000000000
   0.1720538299   0.0000000000   0.0000000000
   0.1719912422   0.0000000000   0.0000000000
   0.1719284952   0.0000000000   0.0000000000
   0.1718655873   0.0000000000   0.0000000000
   0.1718025167   0.0000000000   0.0000000000
   0.1717392831   0.0000000000   0.0000000000
   0.1716758851   0.0000000000   0.0000000000
   0.1716123219   0.0000000000   0.0000000000
   0.1715485924   0.0000000000   0.0000000000
   0.1714846957   0.0000000000   0.0000000000
   0.1714206308   0.0000000000   0.0000000000
   0.1713563969   0.0000000000   0.0000000000
   0.1712919930   0.0000000000   0.0000000000
   0.1712274180   0.0000000000   0.0000000000
   0.1711626710   0.0000000000   0.0000000000
   0.1710977509   0.0000000000   0.0000000000
   0.1710326569   0.0000000000   0.0000000000
   0.1709673879   0.0000000000   0.0000000000
   0.1709019428   0.0000000000   0.0000000000
   0.1708363207   0.0000000000   0.0000000000
   0.1707705205   0.0000000000   0.0000000000
   0.1707045411   0.0000000000   0.0000000000
   0.1706383816   0.0000000000   0.0000000000
   0.1705720408   0.0000000000   0.0000000000
   0.1705055176   0.0000000000   0.0000000000
   0.1704388110   0.0000000000   0.0000000000
   0.1703719199   0.0000000000   0.0000000000
   0.1703048432   0.0000000000   0.0000000000
   0.1702375798   0.0000000000   0.0000000000
   0.1701701285   0.0000000000   0.0000000000
   0.1701024882   0.0000000000   0.0000000000
   0.1700346577   0.0000000000   0.0000000000
   0.1699666360   0.0000000000   0.0000000000
   0.1698984218   0.0000000000   0.0000000000
   0.1698300140   0.0000000000   0.0000000000
   0.1697614113   0.0000000000   0.0000000000
   0.1696926126   0.0000000000   0.0000000000
