# nDesignPoints  200  nParams:  3 
# default run is the final run listed
# min, max, default
#  5   19   10 
#  0   112   50 
#  0   0.2   0.05 
# Zr	Fescp	Fbary
   1.0028810e+01   3.1117303e+01   7.9245444e-02
   1.0097068e+01   1.0139295e+01   8.8628889e-02
   1.0168049e+01   7.6299740e+01   8.4360733e-02
   1.0195122e+01   1.1118070e+01   5.5798151e-02
   1.0269989e+01   7.0143505e+01   1.6495001e-01
   1.0347561e+01   2.7319583e+01   1.9579414e-01
   1.0452872e+01   9.6956888e+01   6.3241450e-02
   1.0522164e+01   5.9765312e+01   5.0356997e-02
   1.0593762e+01   1.3567976e+01   1.4224163e-01
   1.0637157e+01   1.0069787e+02   8.7701548e-02
   1.0681259e+01   4.5574032e+01   1.7682031e-01
   1.0760457e+01   7.3535273e+01   5.9075995e-02
   1.0822067e+01   1.5152717e+01   3.0080299e-02
   1.0941309e+01   6.1101960e+01   1.7129701e-01
   1.1004395e+01   2.6210190e+01   1.2950635e-01
   1.1025270e+01   7.0991359e+01   1.2334239e-01
   1.1129193e+01   8.2644349e+01   1.1289594e-01
   1.1182804e+01   6.2414232e+01   8.8279038e-03
   1.1269412e+01   1.1875203e+01   1.8156823e-01
   1.1333516e+01   4.3506094e+00   9.9807783e-02
   1.1375593e+01   2.0384576e+01   1.1189763e-01
   1.1505264e+01   4.2067220e+01   3.9680618e-03
   1.1522346e+01   9.9712377e+01   1.6704012e-01
   1.1597938e+01   8.7057597e+01   3.7219427e-02
   1.1709667e+01   5.2755457e+01   5.4842303e-02
   1.1761631e+01   9.3183369e+01   7.1842256e-02
   1.1790381e+01   8.5514499e+00   5.1257206e-02
   1.1914422e+01   6.0826375e+01   9.8218946e-02
   1.1964137e+01   2.8798202e+01   1.7313088e-01
   1.2034191e+01   3.7353012e+01   1.5665464e-01
   1.2131881e+01   8.4326112e+01   1.9085103e-01
   1.2140719e+01   1.1058697e+02   1.4719619e-01
   1.2274307e+01   1.7688893e+00   1.3671241e-01
   1.2289132e+01   1.0541944e+02   2.3440231e-02
   1.2406008e+01   6.5943023e+01   5.3646817e-02
   1.2467255e+01   8.0240280e+01   1.3781183e-01
   1.2491698e+01   6.4537566e+01   4.6751166e-03
   1.2562262e+01   1.0638375e+02   1.7278552e-01
   1.2680519e+01   6.9769907e+01   1.4858907e-01
   1.2769421e+01   1.7460142e+01   4.0960398e-02
   1.2830081e+01   8.1759843e+01   6.6013754e-02
   1.2853912e+01   9.8811682e+01   7.6924897e-02
   1.2945780e+01   1.9927587e+01   1.6574685e-02
   1.3033378e+01   2.8372205e+01   1.3821103e-01
   1.3092251e+01   6.7784585e+00   1.5878915e-01
   1.3164603e+01   5.1226162e+01   1.8274182e-01
   1.3227338e+01   3.3067940e+01   1.6607260e-01
   1.3279620e+01   6.7225128e+01   6.7622029e-02
   1.3392791e+01   5.0387701e+01   1.0295057e-01
   1.3460557e+01   3.2954266e+01   1.8299665e-02
   1.3486752e+01   8.8731287e+01   1.4954542e-01
   1.3587399e+01   4.5848909e+00   6.1778964e-02
   1.3650357e+01   9.2952969e+01   4.7028983e-02
   1.3689567e+01   3.9058238e+00   9.5144625e-02
   1.3758210e+01   1.0254961e+02   5.5126325e-03
   1.3852117e+01   1.0487238e+02   1.2745110e-01
   1.3890725e+01   2.4455512e+01   3.5036780e-02
   1.3969848e+01   1.4696278e+01   4.4110496e-02
   1.4079387e+01   1.8331248e+01   1.6829858e-01
   1.4163120e+01   1.6575515e+01   1.0748046e-01
   1.4229212e+01   8.7459661e+01   9.0665287e-02
   1.4308545e+01   2.0780252e+01   1.4659186e-01
   1.4373930e+01   1.1129895e+02   6.2609055e-02
   1.4420164e+01   1.0165995e+02   1.7815197e-01
   1.4461226e+01   8.5602102e+01   1.7597852e-01
   1.4577748e+01   9.2018184e+01   1.2587249e-01
   1.4616336e+01   4.4478081e+01   1.1897474e-02
   1.4687823e+01   5.4053873e+00   1.1727308e-01
   1.4772633e+01   5.4430771e+01   1.9478418e-02
   1.4866529e+01   6.6667930e+01   1.7902509e-01
   1.4876075e+01   3.9120856e+01   1.9991296e-01
   1.5003722e+01   9.6891452e+00   1.3936436e-02
   1.5049953e+01   7.5932874e+01   1.2774999e-02
   1.5135037e+01   9.1588212e+01   2.7210175e-02
   1.5187797e+01   5.2052042e+01   1.3096735e-01
   1.5251785e+01   2.4679158e+01   3.6363732e-02
   1.5294080e+01   3.4666290e+01   1.7725549e-01
   1.5379344e+01   1.0331216e+02   1.9793669e-01
   1.5490065e+01   3.5352949e+01   3.9824398e-02
   1.5520070e+01   7.1122200e+01   1.1688405e-01
   1.5609977e+01   6.8636377e+01   1.4427599e-01
   1.5659790e+01   6.9277088e-01   1.8698929e-01
   1.5749569e+01   3.7622150e+01   7.0820306e-03
   1.5824287e+01   9.6407673e+01   1.4550879e-01
   1.5884041e+01   7.2663198e+01   3.4820794e-02
   1.5944173e+01   1.0465004e+02   6.9499170e-02
   1.6002147e+01   1.0743607e+02   1.5045696e-01
   1.6074303e+01   6.0393906e+01   6.1432155e-03
   1.6189933e+01   1.1472536e+01   4.5376092e-02
   1.6202030e+01   9.9590679e+01   4.2181720e-02
   1.6271368e+01   5.8470408e+01   9.3403487e-02
   1.6357985e+01   5.3626058e+01   6.5201029e-02
   1.6474412e+01   3.6427594e+01   8.1040762e-02
   1.6547852e+01   3.0620833e+01   1.2121528e-01
   1.6584258e+01   7.4935563e+01   1.7095006e-01
   1.6631307e+01   2.5516070e+01   1.8928933e-01
   1.6752825e+01   2.3368330e+00   1.1350704e-01
   1.6809815e+01   3.9475701e+01   1.9427802e-01
   1.6834958e+01   4.4959380e+01   1.0027837e-01
   1.6968390e+01   8.6263767e+01   1.7955881e-02
   1.7020444e+01   7.7537792e+01   8.0803438e-02
   1.7092346e+01   1.0932692e+02   1.3310709e-01
   1.7136981e+01   8.5008762e+01   1.6299996e-01
   1.7239804e+01   8.0721656e+01   3.8982456e-02
   1.7303128e+01   2.6644469e+01   9.7770803e-02
   1.7346026e+01   9.0087425e+01   9.1316411e-02
   1.7423588e+01   2.3782890e+01   1.4052443e-01
   1.7501875e+01   9.3965722e+01   1.9105341e-01
   1.7540114e+01   7.4930622e+00   1.8352599e-01
   1.7662120e+01   3.4014871e+01   1.5411078e-01
   1.7681188e+01   5.0818373e+01   2.6179573e-02
   1.7744763e+01   9.4741841e+01   1.1535540e-01
   1.7860467e+01   5.7711588e+01   1.5221057e-01
   1.7939565e+01   9.7836331e+01   1.3926843e-01
   1.7968988e+01   5.5308692e+01   1.0920557e-01
   1.8025816e+01   7.1798878e+01   1.2038332e-01
   1.8095946e+01   4.8703135e+01   1.4158239e-01
   1.8163025e+01   1.0693295e+02   1.0650213e-01
   1.8280279e+01   3.4883042e+01   1.0314474e-01
   1.8347939e+01   1.9519577e+01   1.2421609e-01
   1.8429294e+01   2.3173094e+01   7.3966778e-02
   1.8449942e+01   1.4912238e+00   1.7441560e-01
   1.8558328e+01   9.8144416e+01   5.2805950e-02
   1.8588180e+01   6.5508918e+01   4.9667234e-02
   1.8714392e+01   8.3723017e+01   1.5322683e-01
   1.8753083e+01   3.2353959e+01   6.4551740e-02
   1.8839503e+01   6.5508358e+00   1.1961969e-01
   1.8873068e+01   1.1156680e+02   6.8181808e-02
   1.8959046e+01   4.0901316e+01   1.8405704e-01
   5.0147711e+00   2.6339695e-01   9.1379892e-04
   5.0784975e+00   7.9804295e+01   4.8861140e-02
   5.1557178e+00   7.8680382e+01   1.8713205e-01
   5.2361512e+00   2.9379465e+01   9.2205117e-02
   5.3254986e+00   7.9007996e+01   1.5525851e-01
   5.3733581e+00   5.6218806e+01   2.6661352e-03
